City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Qaanaaq,GL,77.484,-69.3632,-0.09,85,100,2.06,overcast clouds
351,Baykit,RU,61.67,96.37,-18.49,100,66,2.55,broken clouds
352,Dunmore East,IE,52.1514,-6.9861,42.24,77,100,14.03,overcast clouds
353,Nata,PA,8.3333,-80.5167,76.87,86,11,7.11,few clouds
354,Hasaki,JP,35.7333,140.8333,54.28,49,70,6.69,broken clouds
355,Itarema,BR,-2.9248,-39.9167,79.5,79,19,16.46,few clouds
356,Padang,ID,-0.9492,100.3543,73.45,92,100,4.56,moderate rain
357,Uyuni,BO,-20.4597,-66.825,45.91,27,0,1.79,clear sky
358,Port Hedland,AU,-20.3167,118.5667,104.05,21,17,11.5,few clouds
359,Ulladulla,AU,-35.35,150.4667,74.62,49,0,14.2,clear sky
360,Boca Do Acre,BR,-8.7522,-67.3978,75.9,76,100,1.83,overcast clouds
361,Maceio,BR,-9.6658,-35.7353,74.64,94,20,5.75,few clouds
362,Chara,RU,56.9064,118.2631,-10.53,79,42,3.69,scattered clouds
363,Lompoc,US,34.6391,-120.4579,61.59,95,100,9.22,overcast clouds
364,Darnah,LY,32.767,22.6367,60.82,82,0,10.0,clear sky
365,Praia,CV,14.9215,-23.5087,70.34,64,20,4.61,few clouds
366,Malbug,PH,9.7327,123.3402,87.26,76,63,11.48,broken clouds
367,Vila Do Maio,CV,15.1333,-23.2167,70.59,61,100,4.59,overcast clouds
368,Aras,ES,42.5617,-2.356,32.41,100,100,4.61,mist
369,Uruguaiana,BR,-29.7547,-57.0883,71.53,88,40,6.91,scattered clouds
370,Veshenskaya,RU,49.6303,41.7334,15.69,55,13,12.53,few clouds
371,Ahipara,NZ,-35.1667,173.1667,67.1,60,4,8.86,clear sky
372,Asau,RO,46.4333,26.4,29.32,97,100,2.86,overcast clouds
373,Karratha,AU,-20.7377,116.8463,96.49,27,2,9.6,clear sky
374,Palang,BD,23.2167,90.35,68.16,67,0,6.29,clear sky
375,Bokoro,TD,12.3807,17.0568,76.53,23,100,10.65,overcast clouds
376,Tarakan,ID,3.3,117.6333,80.62,74,100,3.74,overcast clouds
377,Carnarvon,AU,-24.8667,113.6333,75.13,64,14,12.21,few clouds
378,Katherine,AU,-14.4667,132.2667,93.52,40,99,9.22,overcast clouds
379,Joshimath,IN,30.5667,79.5667,45.9,17,0,8.97,clear sky
380,Gorontalo,ID,0.5412,123.0595,84.88,71,100,2.68,overcast clouds
381,Mehamn,NO,71.0357,27.8492,26.51,80,40,20.71,scattered clouds
382,Pankrushikha,RU,53.8319,80.3406,-9.13,99,89,3.62,overcast clouds
383,Tongzi,CN,28.7829,105.0877,46.8,73,100,0.45,overcast clouds
384,Lokosovo,RU,61.1333,74.8167,8.83,98,96,3.6,overcast clouds
385,Mmabatho,ZA,-25.85,25.6333,69.46,24,0,7.58,clear sky
386,Wattegama,LK,6.7989,81.4808,76.21,83,100,3.78,overcast clouds
387,Kungurtug,RU,50.5994,97.5228,-17.86,93,17,1.43,few clouds
388,Ilulissat,GL,69.2167,-51.1,26.62,68,100,16.11,overcast clouds
389,Varzea Da Palma,BR,-17.5981,-44.7308,66.99,90,100,2.24,overcast clouds
390,Honiara,SB,-9.4333,159.95,82.26,81,100,4.38,overcast clouds
391,Machilipatnam,IN,16.1667,81.1333,76.8,85,1,7.45,clear sky
392,Mount Gambier,AU,-37.8333,140.7667,86.25,23,100,10.69,overcast clouds
393,Kalabo,ZM,-14.97,22.6814,68.52,39,28,4.16,scattered clouds
394,Farah,AF,32.5,62.5,43.11,43,6,0.85,clear sky
395,San Roque,ES,36.2107,-5.3842,59.83,82,75,2.3,broken clouds
396,Hearst,CA,49.6835,-83.6665,1.65,81,100,7.2,overcast clouds
397,Kahului,US,20.8947,-156.47,82.42,68,40,14.97,scattered clouds
398,Irbil,IQ,36.1926,44.0106,44.42,100,100,0.0,fog
399,Luganville,VU,-15.5333,167.1667,87.17,66,100,11.36,overcast clouds
400,Scarborough,GB,54.2797,-0.4044,42.66,86,100,4.0,overcast clouds
401,Chizhou,CN,30.6578,117.4831,42.73,92,100,9.04,overcast clouds
402,Monte Patria,CL,-30.6919,-70.9467,71.31,39,0,1.5,clear sky
403,Alofi,NU,-19.0595,-169.9187,85.89,70,91,8.05,overcast clouds
404,Inuvik,CA,68.3499,-133.7218,13.06,79,75,20.71,light snow
405,Khanpur,PK,28.6453,70.6567,58.28,31,0,6.4,clear sky
406,Oistins,BB,13.0667,-59.5333,78.89,78,40,11.5,scattered clouds
407,Do Gonbadan,IR,30.3586,50.7981,55.49,67,40,2.3,scattered clouds
408,Zhigalovo,RU,54.8097,105.1578,2.89,95,100,3.4,overcast clouds
409,Bandarbeyla,SO,9.4942,50.8122,76.6,69,11,16.4,few clouds
410,Shubarkuduk,KZ,49.1447,56.4872,6.55,74,0,9.64,clear sky
411,Sabang,ID,5.8933,95.3214,80.91,70,100,2.08,moderate rain
412,Zolotkovo,RU,55.5281,41.1053,10.35,90,55,4.94,broken clouds
413,Faanui,PF,-16.4833,-151.75,80.74,77,20,18.14,light rain
414,Charters Towers,AU,-20.1,146.2667,83.14,33,0,7.49,clear sky
415,Lorengau,PG,-2.0226,147.2712,81.95,78,100,6.55,overcast clouds
416,Iqaluit,CA,63.7506,-68.5145,15.53,66,75,13.8,light snow
417,San Cristobal,VE,7.7669,-72.225,68.18,97,92,3.27,overcast clouds
418,Katangli,RU,51.7102,143.2326,-1.35,76,11,12.12,few clouds
419,Lukiv,UA,51.0521,25.4006,33.19,92,96,12.17,overcast clouds
420,Roald,NO,62.5833,6.1333,34.75,74,0,9.22,clear sky
421,Vao,NC,-22.6667,167.4833,75.88,91,100,6.71,overcast clouds
422,Shimoda,JP,34.6667,138.95,62.96,58,64,24.61,broken clouds
423,Naryan-Mar,RU,67.6713,53.087,7.79,96,29,7.18,scattered clouds
424,Millinocket,US,45.6573,-68.7098,51.91,100,100,3.44,overcast clouds
425,Sarkand,KZ,45.41,79.9186,19.74,72,100,5.17,overcast clouds
426,Nsanje,MW,-16.92,35.262,74.89,65,0,1.19,clear sky
427,Gobabis,NA,-22.45,18.9667,73.13,18,6,11.48,clear sky
428,Alyangula,AU,-13.8483,136.4192,87.53,55,100,6.96,overcast clouds
429,Riacho De Santana,BR,-13.6092,-42.9389,68.92,80,100,5.68,overcast clouds
430,Morondava,MG,-20.2833,44.2833,77.95,68,61,3.36,broken clouds
431,Half Moon Bay,US,37.4636,-122.4286,51.91,96,100,5.75,light rain
432,Innisfail,AU,-17.5333,146.0333,78.08,71,69,7.72,broken clouds
433,Sakakah,SA,29.9697,40.2064,56.77,76,92,8.34,overcast clouds
434,Kavaratti,IN,10.5669,72.642,81.55,75,100,8.05,overcast clouds
435,San Carlos,VE,9.6612,-68.5827,72.19,84,100,3.78,overcast clouds
436,Bahia Honda,CU,22.9036,-83.1592,75.97,77,17,14.74,few clouds
437,Mogadishu,SO,2.0371,45.3438,79.93,79,52,12.95,broken clouds
438,Paine,CL,-33.8167,-70.75,76.71,46,42,1.59,scattered clouds
439,Contai,IN,21.7786,87.7536,64.53,39,0,8.86,clear sky
440,Limaong,PH,7.3606,122.3664,84.38,71,92,2.53,overcast clouds
441,Marzuq,YE,14.4,46.4667,57.94,49,0,2.1,clear sky
442,Lysa Hora,UA,48.1706,31.1099,26.33,67,23,11.74,few clouds
443,Matamoros,MX,25.5333,-103.25,76.1,35,5,10.92,clear sky
444,Tias,ES,28.9611,-13.645,58.68,94,0,3.44,clear sky
445,Portmarnock,IE,53.4231,-6.1375,46.09,81,75,11.5,broken clouds
446,Reconquista,AR,-29.15,-59.65,72.88,64,0,6.53,clear sky
447,Rosetta,EG,31.4044,30.4164,64.67,68,0,11.72,clear sky
448,Campbell River,CA,50.0163,-125.2446,31.53,100,20,2.3,fog
449,Welkom,ZA,-27.9864,26.7066,67.46,40,0,0.43,clear sky
450,Omboue,GA,-1.5746,9.2618,74.08,95,100,4.72,moderate rain
451,Shenzhen,CN,22.5455,114.0683,70.21,86,99,6.06,overcast clouds
452,Suntar,RU,62.1444,117.6319,7.9,92,100,10.2,overcast clouds
453,Cururupu,BR,-1.8283,-44.8683,74.44,90,79,1.74,broken clouds
454,Bandiagara,ML,14.3501,-3.6104,77.43,37,72,4.88,broken clouds
455,Douentza,ML,14.9951,-2.9517,78.26,25,72,3.91,broken clouds
456,Les Cayes,HT,18.2,-73.75,75.06,78,0,8.57,clear sky
457,Ban Nahin,LA,18.2418,104.2122,77.86,66,89,2.91,overcast clouds
458,Black River,JM,18.0264,-77.8487,75.07,83,0,6.67,clear sky
459,Kuruman,ZA,-27.4524,23.4325,66.83,12,0,4.63,clear sky
460,Bathsheba,BB,13.2167,-59.5167,79.41,89,40,11.5,scattered clouds
461,Puerto Baquerizo Moreno,EC,-0.9,-89.6,69.96,83,95,10.2,overcast clouds
462,Syamzha,RU,60.0158,41.0614,10.13,92,98,5.77,overcast clouds
463,Mecca,SA,21.4267,39.8261,75.25,75,81,3.91,broken clouds
464,Juneau,US,58.3019,-134.4197,29.21,97,20,0.0,few clouds
465,Odweyne,SO,9.4092,45.064,63.61,43,7,11.43,clear sky
466,Kieta,PG,-6.2167,155.6333,83.48,74,98,5.48,light rain
467,Canby,US,45.2629,-122.6926,40.5,61,77,8.72,broken clouds
468,Saint-Georges,GD,12.0564,-61.7485,76.35,84,97,8.14,light rain
469,Jiangyou,CN,31.7667,104.7167,46.69,65,40,1.45,scattered clouds
470,Houston,US,29.7633,-95.3633,71.98,78,100,13.8,overcast clouds
471,Jacareacanga,BR,-6.2222,-57.7528,72.54,98,88,0.65,overcast clouds
472,Moranbah,AU,-22.0016,148.0466,81.14,37,0,13.4,clear sky
473,Bojnurd,IR,37.4747,57.329,40.95,87,100,9.22,light intensity drizzle
474,Sassandra,CI,4.95,-6.0833,73.74,94,98,4.05,overcast clouds
475,Tocopilla,CL,-22.092,-70.1979,68.5,61,2,5.68,clear sky
476,Sao Mateus,BR,-18.7161,-39.8589,70.02,97,100,3.69,overcast clouds
477,Cartagena Del Chaira,CO,1.3349,-74.8429,73.56,82,98,3.15,overcast clouds
478,Yulara,AU,-25.2406,130.9889,96.06,9,0,9.82,clear sky
479,Obo,CF,5.3998,26.4869,69.96,44,67,3.29,broken clouds
480,Port Augusta,AU,-32.5,137.7667,98.1,11,52,10.38,broken clouds
481,Sandwick,GB,60.0,-1.25,42.62,75,75,12.66,broken clouds
482,Semey,KZ,50.4111,80.2275,-14.58,76,77,6.71,mist
483,The Pas,CA,53.8251,-101.2541,-5.78,77,0,5.75,clear sky
484,Ca Mau,VN,9.1769,105.15,80.98,85,92,12.71,overcast clouds
485,Ponta Delgada,PT,37.7333,-25.6667,59.72,77,40,25.32,light rain
486,Angoche,MZ,-16.2325,39.9086,76.48,85,8,9.89,clear sky
487,Saskylakh,RU,71.9167,114.0833,10.42,93,100,23.91,snow
488,Sampit,ID,-2.5333,112.95,81.54,74,100,2.51,overcast clouds
489,Maksatikha,RU,57.797,35.8825,17.06,91,100,7.23,overcast clouds
490,Saalfeld,DE,50.65,11.3667,36.28,98,100,3.62,overcast clouds
491,Geraldton,AU,-28.7667,114.6,75.61,64,100,3.44,overcast clouds
492,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.73,91,100,16.71,light rain
493,Port Hardy,CA,50.6996,-127.4199,30.38,100,20,2.3,few clouds
494,Tomatlan,MX,19.9333,-105.25,73.31,86,11,0.51,few clouds
495,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,10.99,85,100,11.18,shower snow
496,Vila,PT,42.0304,-8.1588,29.28,90,0,3.78,clear sky
497,Nahariyya,IL,33.0059,35.0941,60.04,54,80,7.25,broken clouds
498,Talakan,RU,50.3167,130.3667,-13.99,92,91,4.05,overcast clouds
499,Vung Tau,VN,10.346,107.0843,81.43,77,100,16.69,overcast clouds
500,Nola,IT,40.922,14.5329,58.86,88,100,4.41,overcast clouds
501,Salamiyah,SY,35.0113,37.0532,53.78,66,99,2.35,overcast clouds
502,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.46,99,100,1.59,overcast clouds
503,Miandoab,IR,36.9694,46.1027,38.3,78,15,4.7,few clouds
504,Gizo,SB,-8.103,156.8419,83.48,69,87,1.7,light rain
505,Quatre Cocos,MU,-20.2078,57.7625,73.51,76,25,8.08,scattered clouds
506,Esil,KZ,51.9556,66.4042,-7.44,90,5,5.68,clear sky
507,Vostok,RU,46.4856,135.8833,-5.17,90,100,12.5,overcast clouds
508,Masakin,TN,35.7292,10.5808,55.6,66,20,4.61,few clouds
509,Polunochnoye,RU,60.8697,60.4153,8.83,92,100,3.65,overcast clouds
510,Raudeberg,NO,61.9875,5.1352,32.67,63,25,3.0,scattered clouds
511,Cicero Dantas,BR,-10.6,-38.3833,68.54,96,84,4.97,broken clouds
512,Lukovetskiy,RU,64.2956,41.9211,12.43,93,31,5.57,scattered clouds
513,Wawa,NG,9.9022,4.4192,77.11,40,38,2.62,scattered clouds
514,Pueblo,US,38.2545,-104.6091,43.45,43,0,4.61,clear sky
515,Kattivakkam,IN,13.2167,80.3167,78.89,79,72,10.02,broken clouds
516,Fort Nelson,CA,58.8053,-122.7002,11.79,85,75,3.44,broken clouds
517,Vallenar,CL,-28.5708,-70.7581,69.87,50,0,3.18,clear sky
518,Walvis Bay,NA,-22.9575,14.5053,58.08,87,0,3.49,clear sky
519,Dolores,AR,-36.3132,-57.6792,56.7,77,0,7.2,light rain
520,Bradford,GB,53.7939,-1.7521,39.06,91,78,6.87,broken clouds
521,Strezhevoy,RU,60.7333,77.5889,2.88,99,92,2.33,overcast clouds
522,Road Town,VG,18.4167,-64.6167,78.89,78,40,5.75,scattered clouds
523,Chengde,CN,40.9725,117.9361,18.23,27,0,3.91,clear sky
524,Nakamura,JP,32.9833,132.9333,52.41,95,100,4.88,overcast clouds
525,Salur,IN,18.5333,83.2167,72.93,84,5,1.25,clear sky
526,Kargasok,RU,59.0556,80.8572,4.37,97,100,3.91,overcast clouds
527,Basi,IN,26.8333,76.0333,53.94,50,0,3.0,clear sky
528,Santa Cruz De Tenerife,ES,28.4682,-16.2546,64.62,79,75,3.44,broken clouds
529,Pitkyaranta,RU,61.5734,31.4792,28.9,93,100,13.87,light snow
530,Benghazi,LY,32.1167,20.0667,62.13,61,11,17.47,few clouds
531,Koscierzyna,PL,54.1223,17.9812,31.91,96,100,6.91,overcast clouds
532,Caracuaro,MX,19.0106,-101.1264,75.6,54,0,5.1,clear sky
533,Taoudenni,ML,22.6783,-3.9836,70.48,19,0,6.11,clear sky
534,Altdorf,DE,49.3875,11.3572,34.12,94,94,7.96,overcast clouds
535,Waingapu,ID,-9.6567,120.2641,85.84,56,100,8.46,overcast clouds
536,Awassa,ET,7.05,38.4667,62.4,59,98,7.38,overcast clouds
537,Sidhi,IN,24.4167,81.8833,58.66,55,6,2.39,clear sky
538,Avera,US,33.194,-82.5271,62.11,92,87,5.86,overcast clouds
539,Eustis,US,28.8528,-81.6853,69.85,83,75,0.0,broken clouds
540,Cairns,AU,-16.9167,145.7667,91.06,51,40,10.36,scattered clouds
541,Yar-Sale,RU,66.8333,70.8333,25.47,91,100,11.9,overcast clouds
542,Korem,ET,12.5058,39.5228,45.59,59,2,1.57,clear sky
543,Sumenep,ID,-7.0167,113.8667,84.2,68,93,5.5,overcast clouds
544,Samagaltay,RU,50.6022,95.0047,-16.82,90,33,0.74,scattered clouds
545,San Miguelito,PA,9.0333,-79.5,78.89,78,20,6.91,few clouds
546,Mrakovo,RU,52.7161,56.6244,-6.97,98,35,4.29,scattered clouds
547,Ayan,RU,56.45,138.1667,-4.41,74,99,15.52,overcast clouds
548,Ixtapa,MX,20.7,-105.2,78.22,79,78,1.88,broken clouds
549,Marsa Matruh,EG,31.3525,27.2453,57.4,82,40,3.44,scattered clouds
550,Nushki,PK,29.5542,66.0215,44.17,49,0,2.77,clear sky
551,Nelson Bay,AU,-32.7167,152.15,75.25,63,86,10.0,overcast clouds
552,Kon Tum,VN,14.35,108.0,77.13,66,100,6.51,overcast clouds
553,Belyy Yar,RU,53.6039,91.3903,-14.91,80,75,0.0,mist
554,Zharkent,KZ,44.1628,80.0,23.04,69,100,3.53,overcast clouds
555,Cocachacra,PE,-17.0883,-71.7575,66.88,85,12,4.21,few clouds
556,Kruisfontein,ZA,-34.0033,24.7314,60.89,82,100,3.38,overcast clouds
557,Saint-Pierre,RE,-21.3393,55.4781,74.88,73,0,4.61,clear sky
558,Shillong,IN,25.5689,91.8831,55.54,45,0,0.51,clear sky
559,Synya,RU,65.3718,58.0387,0.32,99,100,1.3,overcast clouds
560,Nioro,GM,13.35,-15.75,69.24,69,77,5.23,broken clouds
561,Khandbari,NP,27.3747,87.2039,59.95,54,0,1.1,clear sky
562,Bonfim,BR,3.0833,-59.95,77.32,82,100,8.3,heavy intensity rain
563,Ambon,ID,-3.6954,128.1814,86.14,74,20,4.61,few clouds
564,Nassau,US,40.7507,-73.5829,53.65,66,5,11.01,clear sky
565,Gold Coast,AU,-28.0,153.4333,79.25,79,52,17.54,light rain
566,Vestmannaeyjar,IS,63.4427,-20.2734,42.06,72,47,2.37,scattered clouds
567,Porto Torres,IT,40.835,8.3972,46.58,80,14,6.08,few clouds
568,Pecos,US,31.4229,-103.4932,51.87,57,0,0.0,clear sky
569,Diffa,NE,13.3154,12.6113,74.07,35,19,9.6,few clouds
570,Bollnas,SE,61.3482,16.3946,20.32,96,88,2.68,overcast clouds
571,Rio Gallegos,AR,-51.6226,-69.2181,48.25,40,40,14.97,scattered clouds
572,Marawi,PH,7.9986,124.2928,79.79,65,23,4.56,few clouds
573,Dharchula,IN,29.85,80.5333,52.36,21,0,8.05,clear sky
574,Calatayud,ES,41.3535,-1.6432,47.55,91,56,1.68,broken clouds
575,Ketchikan,US,55.3422,-131.6461,33.78,69,0,6.91,clear sky
576,Cabedelo,BR,-6.9811,-34.8339,77.67,78,26,14.38,scattered clouds
577,Moshenskoye,RU,58.5102,34.5911,18.59,92,100,8.59,overcast clouds
578,Temir,KZ,49.1414,57.13,4.96,78,0,10.6,clear sky
579,Hanchuan,CN,30.65,113.7667,42.91,62,96,14.36,overcast clouds
580,Oytal,KZ,42.9057,73.2697,25.84,66,100,1.68,overcast clouds
581,Lovozero,RU,68.005,35.0117,14.74,96,78,4.97,broken clouds
582,Beitbridge,ZW,-22.2167,30.0,73.08,81,5,20.98,clear sky
583,Payo,ID,-3.7508,103.6372,80.76,76,67,1.01,broken clouds
584,Haines Junction,CA,60.7522,-137.5108,3.15,85,18,2.3,few clouds
585,Tailai,CN,46.3833,123.4,5.88,60,0,9.37,clear sky
586,Atambua,ID,-9.1061,124.8925,84.81,50,49,4.09,scattered clouds
587,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,79,98,25.79,light rain
588,Waipawa,NZ,-41.4122,175.5153,66.88,52,10,0.85,clear sky
589,Tura,IN,25.5198,90.2201,65.16,76,0,2.04,clear sky
590,Boa Esperanca,BR,-21.09,-45.5658,67.28,92,100,4.09,light rain
591,Bengkulu,ID,-3.8004,102.2655,80.2,74,44,2.55,scattered clouds
592,Kaohsiung,TW,22.6163,120.3133,78.75,76,20,4.61,haze
593,Provost,CA,52.3501,-110.2683,7.25,82,33,9.53,scattered clouds
594,Te Anau,NZ,-45.4167,167.7167,53.83,79,100,6.4,overcast clouds
595,Nagaoka,JP,37.45,138.85,47.64,92,100,5.73,light rain
596,Fort Portal,UG,0.6617,30.2748,62.38,78,100,0.47,overcast clouds
597,Minuri,PH,16.535,121.8574,82.17,73,96,2.89,overcast clouds
598,Lumphat,KH,13.4878,106.9816,78.1,72,100,6.42,overcast clouds
599,Kailua,US,21.4022,-157.7394,84.18,76,25,5.99,scattered clouds
600,Shahr-E Babak,IR,30.1165,55.1186,43.54,53,10,6.06,clear sky
601,Kiruna,SE,67.8557,20.2251,20.32,86,100,3.44,overcast clouds
602,Warrnambool,AU,-38.3833,142.4833,77.22,53,69,9.26,broken clouds
603,Laguna,US,38.421,-121.4238,53.17,94,100,6.91,moderate rain
604,Celestun,MX,20.8667,-90.4,77.49,79,3,19.15,clear sky
605,Pio Ix,BR,-6.8375,-40.5792,75.67,54,93,6.71,overcast clouds
606,Leningradskiy,RU,69.3833,178.4167,11.7,86,100,13.22,light snow
607,Rudbar,AF,30.15,62.6,47.07,36,3,0.47,clear sky
608,Ilo,PE,-17.6394,-71.3375,67.3,82,2,7.76,clear sky
609,Severo-Yeniseyskiy,RU,60.3725,93.0408,-17.19,100,75,3.83,broken clouds
610,Rogers,US,36.3668,-95.5836,36.93,54,40,6.91,scattered clouds
611,Mnogovershinnyy,RU,53.9353,139.9242,-7.19,87,91,14.32,overcast clouds
612,Kyaukse,MM,21.6,96.1333,77.34,62,1,2.91,clear sky
613,Grivenskaya,RU,45.6473,38.176,26.33,66,26,20.96,scattered clouds
614,Hokitika,NZ,-42.7167,170.9667,60.24,67,100,13.06,overcast clouds
615,Shadrinsk,RU,56.0852,63.6335,-0.96,94,68,7.83,broken clouds
616,Lincoln,US,40.8,-96.667,30.11,53,0,12.66,clear sky
617,Banda Aceh,ID,5.5577,95.3222,79.54,76,100,2.46,overcast clouds
618,Iracoubo,GF,5.4802,-53.2011,75.97,88,98,7.67,overcast clouds
619,Tabou,CI,4.423,-7.3528,75.97,88,100,3.56,overcast clouds
620,Altamont,US,42.2068,-121.7372,38.98,81,100,13.8,overcast clouds
621,Kosonsoy,UZ,41.2561,71.5508,28.96,53,100,3.89,overcast clouds
622,Nossa Senhora Da Gloria,BR,-10.2183,-37.4203,70.68,93,76,6.8,light rain
623,Dicabisagan,PH,17.0818,122.4157,82.83,73,81,4.43,broken clouds
624,Yebaishou,CN,41.3975,119.6408,16.39,29,0,4.88,clear sky
625,Novo Aripuana,BR,-5.1206,-60.3797,73.71,96,99,2.39,overcast clouds
626,Ilebo,CD,-4.3167,20.5833,69.87,99,100,1.21,light rain
627,Saint-Augustin,CA,51.226,-58.6502,33.98,82,100,17.56,overcast clouds
628,San Policarpo,PH,12.1791,125.5072,81.66,86,95,9.26,overcast clouds
629,Vanavara,RU,60.34,102.2797,-10.55,99,83,6.13,broken clouds
630,Aksarka,RU,66.5606,67.7975,5.45,94,80,3.11,broken clouds
631,Pak Phanang,TH,8.3511,100.202,78.82,91,100,9.51,light rain
632,Qaqortoq,GL,60.7167,-46.0333,14.41,84,5,7.87,clear sky
633,Surovikino,RU,48.6078,42.8486,15.48,50,7,13.76,clear sky
634,Bhanvad,IN,21.9264,69.7736,67.86,37,1,8.34,clear sky
635,Aksu,CN,41.1231,80.2644,22.12,27,100,3.2,overcast clouds
636,Hamilton,US,39.1834,-84.5333,34.74,73,40,0.0,scattered clouds
637,Eslov,SE,55.8393,13.3039,34.83,92,100,12.35,overcast clouds
638,Sayat,TM,38.7839,63.8803,30.07,37,100,9.62,overcast clouds
639,Cabra,ES,37.4725,-4.4421,51.37,76,96,5.68,overcast clouds
640,Ostersund,SE,63.1792,14.6357,20.61,100,100,27.0,mist
641,Phangnga,TH,8.4509,98.5298,78.84,97,100,5.08,overcast clouds
642,Mindelo,CV,16.8901,-24.9804,67.55,68,40,6.91,scattered clouds
643,San Fernando,PH,15.0286,120.6898,82.13,61,100,9.91,overcast clouds
644,Minab,IR,27.1467,57.0801,61.12,77,3,0.0,clear sky
645,Baragua,CU,21.6967,-78.6328,77.88,58,100,15.48,overcast clouds
646,Hadejia,NG,12.4498,10.0444,73.26,24,73,9.53,broken clouds
647,Mormugao,IN,15.4,73.8,77.9,76,100,4.32,overcast clouds
648,Talcahuano,CL,-36.7167,-73.1167,60.48,72,0,12.66,clear sky
649,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,27,0,18.41,clear sky
650,Savinka,RU,50.0785,47.0994,11.93,63,0,9.31,clear sky
651,Abalak,RU,58.1286,68.5944,8.44,95,100,6.29,light snow
652,Mandurah,AU,-32.55,115.7,76.87,55,2,14.85,clear sky
653,Atasu,KZ,48.6814,71.6433,6.46,96,100,4.94,overcast clouds
654,Iquitos,PE,-3.7481,-73.2472,77.04,83,75,3.44,broken clouds
655,Turukhansk,RU,65.8167,87.9833,-15.45,99,95,4.03,overcast clouds
656,Yenagoa,NG,4.9247,6.2642,76.23,92,23,3.98,few clouds
657,Sunndalsora,NO,62.6754,8.5515,27.18,64,18,7.47,few clouds
658,Choix,MX,26.7092,-108.3219,76.93,38,100,3.31,overcast clouds
659,Beboto,TD,8.2668,16.939,74.08,27,100,3.51,overcast clouds
660,Pringsewu,ID,-5.3582,104.9744,78.71,78,100,4.56,overcast clouds
661,Maiduguri,NG,11.8464,13.1603,73.98,39,40,7.07,scattered clouds
662,Jiuquan,CN,39.7432,98.5174,19.69,64,100,1.5,overcast clouds
663,Samana,DO,19.2056,-69.3369,72.32,88,29,7.29,scattered clouds
664,Esna,EG,25.2934,32.554,59.02,42,69,6.31,broken clouds
665,Bayan,CN,46.0833,127.4,1.08,74,6,10.45,clear sky
666,Rjukan,NO,59.8789,8.5941,16.7,97,80,3.65,broken clouds
667,Verkhoyansk,RU,67.5447,133.385,-10.19,99,100,4.25,overcast clouds
668,Lucera,IT,41.5082,15.3351,53.42,88,100,5.99,overcast clouds
669,Eregli,TR,37.5133,34.0467,41.49,75,91,0.56,overcast clouds
670,Visnes,NO,59.3556,5.2242,36.21,64,5,9.22,clear sky
671,Waddan,LY,29.1614,16.139,62.71,33,1,9.13,clear sky
672,Bahia Blanca,AR,-38.7196,-62.2724,78.3,41,1,1.99,clear sky
673,Kutahya,TR,39.4242,29.9833,40.42,94,100,3.87,overcast clouds
674,Norrkoping,SE,58.5942,16.1826,31.98,73,100,12.66,overcast clouds
675,Zelenyy Bor,RU,53.6667,91.6667,-14.78,80,20,1.25,few clouds
676,Miraflores,MX,19.2167,-98.8083,62.98,79,33,4.94,scattered clouds
677,Bakel,SN,14.905,-12.4568,77.95,19,59,8.1,broken clouds
678,Merano,IT,46.6682,11.1595,47.57,95,88,1.45,overcast clouds
679,Rocha,UY,-34.4833,-54.3333,60.73,97,62,3.29,broken clouds
680,Saint George,US,37.1041,-113.5841,55.94,46,0,8.05,clear sky
681,Mao,ES,39.8885,4.2658,50.56,93,0,6.91,clear sky
682,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,77,75,34.4,broken clouds
683,High Rock,BS,26.6208,-78.2833,68.02,62,38,15.26,scattered clouds
684,Oak Ridge,US,36.0104,-84.2696,52.45,86,0,0.0,clear sky
685,Nanortalik,GL,60.1432,-45.2371,23.92,79,3,12.91,clear sky
686,Tazovskiy,RU,67.4667,78.7,-11.06,98,76,4.14,broken clouds
687,Sao Gabriel,BR,-30.3364,-54.32,69.84,92,61,8.39,broken clouds
688,Baracoa,CU,20.3467,-74.4958,75.96,81,37,15.32,scattered clouds
689,Mobaye,CF,4.319,21.1786,69.8,50,51,3.74,broken clouds
690,Seddon,AU,-37.8068,144.8916,93.88,32,0,20.71,clear sky
691,Marfino,RU,55.7028,37.3822,16.05,85,40,8.95,scattered clouds
692,Stary Sacz,PL,49.5636,20.635,33.96,92,99,6.6,overcast clouds
693,Uyemskiy,RU,64.4743,40.8524,10.45,92,75,4.47,broken clouds
694,Tromso,NO,69.6496,18.957,28.42,80,5,11.5,clear sky
695,Aleksandrov Gay,RU,50.147,48.5704,12.63,63,0,9.31,clear sky
696,Yuksekova,TR,37.5736,44.2872,28.58,92,35,4.12,scattered clouds
697,Shelburne,CA,44.0787,-80.2041,29.75,71,96,14.94,overcast clouds
698,Egvekinot,RU,66.3167,-179.1667,15.06,91,100,16.44,snow
699,Luanda,AO,-8.8368,13.2343,78.8,83,40,5.75,scattered clouds
